Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
156,158,Empowerment Through Learning A New Skill.,Empowerment,2014-07-10 13:15:00,Skillempower,Instagram,#Empowerment #Skillbuilding,25.0,50.0,India,2014,7,10,13
157,159,Compassion In Volunteering For A Local Charity.,Compassion,2015-12-18 14:20:00,Charityvolunteer,Facebook,#Compassion #Volunteerwork,18.0,35.0,Usa,2015,12,18,14
158,160,Tenderness In A Quiet Moment Shared With A Pet.,Tenderness,2016-02-10 19:45:00,Petlove,Twitter,#Tenderness #Petlove,25.0,50.0,Canada,2016,2,10,19
159,161,Arousal Of Excitement For An Upcoming Festival.,Arousal,2017-09-25 11:30:00,Festivalfan,Instagram,#Arousal #Festivalexcitement,20.0,40.0,Uk,2017,9,25,11
160,162,Enthusiasm For A Diy Home Improvement Project.,Enthusiasm,2018-04-15 16:00:00,Diyenthusiast,Facebook,#Enthusiasm #Homeimprovement,15.0,30.0,Australia,2018,4,15,16
161,163,Fulfillment In Completing A Challenging Puzzle.,Fulfillment,2019-11-28 18:20:00,Puzzlemaster,Twitter,#Fulfillment #Puzzlechallenge,22.0,45.0,India,2019,11,28,18
162,164,Reverence For The Wonders Of Nature On A Hiking Trail.,Reverence,2020-05-11 15:00:00,Natureadmirer,Instagram,#Reverence #Natureexploration,18.0,35.0,Usa,2020,5,11,15
163,165,Elation After A Surprise Reunion With A Childhood Friend.,Elation,2021-02-05 09:30:00,Childhoodjoy,Facebook,#Elation #Friendshipreunion,25.0,50.0,Canada,2021,2,5,9
164,166,Suffering From Despair After Another Setback.,Despair,2021-03-10 08:30:00,Strugglingsoul,Twitter,#Despair #Struggle,5.0,10.0,Usa,2021,3,10,8
165,167,"Overwhelmed By Grief, Missing A Loved One Dearly.",Grief,2022-07-05 15:45:00,Mourningheart,Instagram,#Grief #Loss,8.0,15.0,Canada,2022,7,5,15
166,168,Loneliness Creeps In As The Night Grows Colder.,Loneliness,2019-11-18 21:20:00,Solitarysoul,Facebook,#Loneliness #Isolation,10.0,20.0,Uk,2019,11,18,21
167,169,Jealousy Consumes Me As I Witness Others' Success.,Jealousy,2020-08-12 11:30:00,Enviousobserver,Twitter,#Jealousy #Envy,12.0,25.0,India,2020,8,12,11
168,170,Resentment Building Up Over Past Betrayals.,Resentment,2018-05-22 14:45:00,Bitterheart,Instagram,#Resentment #Bitterness,7.0,15.0,Australia,2018,5,22,14
169,171,Frustration Mounts As Obstacles Block My Path.,Frustration,2017-01-30 16:10:00,Blockedgoals,Facebook,#Frustration #Obstacles,10.0,20.0,Usa,2017,1,30,16
170,172,"Boredom Sets In, The Day Feels Endlessly Dull.",Boredom,2016-09-28 19:45:00,Boredmind,Twitter,#Boredom #Lackofinterest,8.0,15.0,Canada,2016,9,28,19
171,173,"Anxiety Grips My Heart, Worry Clouds My Thoughts.",Anxiety,2019-04-15 09:00:00,Worriedmind,Instagram,#Anxiety #Worry,12.0,25.0,Uk,2019,4,15,9
172,174,Intimidation By The Unknown Future Ahead.,Intimidation,2021-12-03 18:30:00,Fearfulsoul,Facebook,#Intimidation #Fear,15.0,30.0,India,2021,12,3,18
173,175,Helplessness Sinks In As Challenges Pile Up.,Helplessness,2020-06-20 14:20:00,Overwhelmedheart,Twitter,#Helplessness #Overwhelmed,8.0,15.0,Australia,2020,6,20,14
174,176,Envy Eats Away At Me As I See Others' Prosperity.,Envy,2018-11-07 11:30:00,Covetousmind,Instagram,#Envy #Desire,10.0,20.0,Canada,2018,11,7,11
175,177,Regret Over Missed Opportunities Haunts My Thoughts.,Regret,2017-08-25 16:00:00,Remorsefulsoul,Facebook,#Regret #Missedchances,12.0,25.0,Uk,2017,8,25,16
176,178,Disgust At The Sight Of Injustice And Cruelty.,Disgust,2019-02-11 09:45:00,Disgustedheart,Twitter,#Disgust #Injustice,7.0,15.0,India,2019,2,11,9
177,179,"Drowning In Despair, Hope Slipping Through My Fingers.",Despair,2016-04-02 20:20:00,Hopelessheart,Instagram,#Despair #Hopeless,10.0,20.0,Usa,2016,4,2,20
178,180,"Grief Weighs Heavy, Tears A Constant Companion.",Grief,2015-10-18 15:30:00,Tearfulsoul,Facebook,#Grief #Tears,12.0,25.0,Canada,2015,10,18,15
179,181,"Loneliness In A Crowded Room, A Silent Cry For Connection.",Loneliness,2019-07-12 18:10:00,Isolatedmind,Twitter,#Loneliness #Seekingconnection,15.0,30.0,Uk,2019,7,12,18
180,182,"Jealousy Gnaws At My Confidence, A Toxic Emotion.",Jealousy,2018-06-03 16:30:00,Selfdoubt,Instagram,#Jealousy #Insecurity,8.0,15.0,India,2018,6,3,16
181,183,"Resentment Festers, Poisoning Relationships.",Resentment,2022-01-15 12:00:00,Brokentrust,Facebook,#Resentment #Brokentrust,10.0,20.0,Australia,2022,1,15,12
182,184,"Frustration Boils Over, A Volcanic Eruption Of Emotions.",Frustration,2017-04-10 14:45:00,Explosivemind,Twitter,#Frustration #Emotionaloutburst,12.0,25.0,Usa,2017,4,10,14
183,185,"Boredom Settles Like Dust, Life Feels Mundane.",Boredom,2016-11-28 19:00:00,Mundaneheart,Instagram,#Boredom #Monotony,7.0,15.0,Canada,2016,11,28,19
184,186,"Anxiety Grips My Chest, A Relentless Grip On My Thoughts.",Anxiety,2018-09-05 09:30:00,Restlessmind,Facebook,#Anxiety #Restlessness,10.0,20.0,Uk,2018,9,5,9
185,187,"Intimidation By The Challenges Ahead, Fear Takes Hold.",Intimidation,2021-10-22 18:30:00,Fearfuljourney,Twitter,#Intimidation #Facingfear,15.0,30.0,India,2021,10,22,18
186,188,"Helplessness Engulfs Me, Drowning In A Sea Of Problems.",Helplessness,2019-05-08 14:20:00,Overwhelmedsoul,Instagram,#Helplessness #Struggling,8.0,15.0,Australia,2019,5,8,14
187,189,"Envy Poisons My Thoughts, Coveting Others' Success.",Envy,2017-03-20 11:30:00,Greeneyedmonster,Facebook,#Envy #Success,10.0,20.0,Canada,2017,3,20,11
188,190,Regret For Decisions That Led To A Painful Present.,Regret,2018-12-15 16:00:00,Regretfulmind,Twitter,#Regret #Pastchoices,12.0,25.0,Usa,2018,12,15,16
189,191,Disgust At The Corruption That Stains Society.,Disgust,2016-07-01 09:45:00,Corruptedheart,Instagram,#Disgust #Corruption,7.0,15.0,Uk,2016,7,1,9
190,192,"Sinking In Despair, Each Day Darker Than The Last.",Despair,2020-08-20 20:20:00,Drowningsoul,Facebook,#Despair #Darkdays,10.0,20.0,India,2020,8,20,20
191,193,"Grief Overwhelms, A Storm Of Emotions Within.",Grief,2021-02-25 15:30:00,Stormyheart,Twitter,#Grief #Emotionalstorm,12.0,25.0,Canada,2021,2,25,15
192,194,"Loneliness Echoes In Empty Spaces, Yearning For Connection.",Loneliness,2019-09-12 18:10:00,Echoingsoul,Instagram,#Loneliness #Yearningforconnection,15.0,30.0,Australia,2019,9,12,18
193,195,"Jealousy Poisons My Thoughts, Resentment Brewing Within.",Jealousy,2018-08-05 16:30:00,Poisonedmind,Facebook,#Jealousy #Resentment,8.0,15.0,Usa,2018,8,5,16
194,196,"Resentment Festers, A Wound That Refuses To Heal.",Resentment,2017-01-12 12:00:00,Unforgivingsoul,Twitter,#Resentment #Unforgiving,10.0,20.0,India,2017,1,12,12
195,197,"Frustration Escalates, A Thunderstorm Of Emotions.",Frustration,2022-04-05 14:45:00,Thunderingmind,Instagram,#Frustration #Emotionaloutburst,12.0,25.0,Uk,2022,4,5,14
196,198,"Boredom Lingers, A Stagnant Pool Of Indifference.",Boredom,2021-10-02 19:00:00,Stagnantheart,Facebook,#Boredom #Stagnation,7.0,15.0,Canada,2021,10,2,19
197,199,"Embarking On A Journey Of Discovery, Fueled By Curiosity And A Thirst For Knowledge.",Curiosity,2023-04-15 10:15:00,Inquisitivemind,Twitter,#Curiosity #Learning,15.0,30.0,Usa,2023,4,15,10
198,200,"Lost In The Vast Sea Of Information, An Indifferent Wave In The Digital Ocean.",Indifference,2022-11-28 17:30:00,Apatheticobserver,Instagram,#Indifference #Digitaloverload,7.0,15.0,Canada,2022,11,28,17
199,201,"The Complex Puzzle Of Life Leaves Me In A State Of Perpetual Confusion, Seeking Answers In The Chaos.",Confusion,2020-04-02 09:45:00,Seekingclarity,Facebook,#Confusion #Lifepuzzle,10.0,20.0,Uk,2020,4,2,9
200,202,"A Numbness Settles Over Me, A Shield Against The Overwhelming Emotions Life Throws My Way.",Numbness,2021-08-10 14:00:00,Emotionallydistant,Twitter,#Numbness #Emotionalshield,8.0,15.0,India,2021,8,10,14
201,203,"Gazing At The Sunset, A Melancholic Longing For Moments That Slip Through The Fingers Of Time.",Melancholy,2019-06-18 20:45:00,Sunsetdreamer,Instagram,#Melancholy #Sunsetmoments,12.0,25.0,Australia,2019,6,18,20
202,204,"Revisiting Old Photographs, Caught In The Embrace Of Nostalgia'S Bittersweet Symphony.",Nostalgia,2018-02-05 15:15:00,Memorylanetraveler,Facebook,#Nostalgia #Memorylane,10.0,20.0,Usa,2018,2,5,15
203,205,"Torn Between Conflicting Emotions, An Ambivalence That Paints My Decisions In Shades Of Uncertainty.",Ambivalence,2022-05-30 11:30:00,Mixedfeelings,Twitter,#Ambivalence #Uncertainchoices,12.0,25.0,Canada,2022,5,30,11
204,206,"Embracing The Ebb And Flow Of Life, Finding Acceptance In The Dance Of Existence.",Acceptance,2023-01-10 16:20:00,Zenlifestyle,Instagram,#Acceptance #Lifejourney,15.0,30.0,Uk,2023,1,10,16
205,207,"Facing Challenges Head-On, A Determination That Fuels The Fire Within To Achieve The Impossible.",Determination,2020-09-18 13:45:00,Resilientspirit,Facebook,#Determination #Achievetheimpossible,10.0,20.0,India,2020,9,18,13
206,208,"Serenity Found In The Stillness Of Nature, A Tranquil Retreat From The Chaos Of The Modern World.",Serenity,2021-07-03 19:00:00,Naturesoul,Twitter,#Serenity #Natureretreat,12.0,25.0,Australia,2021,7,3,19
207,209,"Curiosity Leading Me Down The Rabbit Hole Of Knowledge, A Perpetual Student In Life'S Classroom.",Curiosity,2022-10-08 08:15:00,Eternallearner,Instagram,#Curiosity #Knowledgequest,20.0,40.0,Usa,2022,10,8,8
208,210,"Floating Through The Day With An Air Of Indifference, Detached From The Mundane Happenings Around.",Indifference,2023-03-22 16:30:00,Aloofobserver,Facebook,#Indifference #Floatingthroughlife,10.0,20.0,Canada,2023,3,22,16
209,211,"Entangled In The Web Of Thoughts, Confusion Reigning As I Navigate The Labyrinth Of Ideas.",Confusion,2021-05-15 11:45:00,Thoughtexplorer,Twitter,#Confusion #Thoughtlabyrinth,15.0,30.0,Uk,2021,5,15,11
210,212,"Numb To The Chaos, Emotions Locked Away, A Stoic Facade Concealing The Inner Turmoil.",Numbness,2019-12-28 14:30:00,Stoicsoul,Instagram,#Numbness #Stoicfacade,8.0,15.0,Australia,2019,12,28,14
211,213,"Melancholy Whispers In The Breeze, A Silent Conversation With The Echoes Of Forgotten Dreams.",Melancholy,2020-03-01 19:00:00,Dreamerinsilence,Facebook,#Melancholy #Whispersinthebreeze,12.0,25.0,India,2020,3,1,19
212,214,"Stumbling Upon An Old Journal, Nostalgia Flooding In Waves, Carrying Me To Moments Long Gone.",Nostalgia,2018-07-10 15:45:00,Journalkeeper,Twitter,#Nostalgia #Journalmoments,10.0,20.0,Canada,2018,7,10,15
213,215,"A Tapestry Of Conflicting Feelings, Weaving Through Uncertainty, Caught In The Threads Of Ambivalence.",Ambivalence,2022-01-05 10:30:00,Threadweaver,Instagram,#Ambivalence #Conflictingfeelings,12.0,25.0,Uk,2022,1,5,10
214,216,"Embracing The Flaws, Finding Acceptance In Imperfection, A Journey Towards Self-Love.",Acceptance,2021-08-20 16:20:00,Selfloveadvocate,Facebook,#Acceptance #Selflovejourney,15.0,30.0,Australia,2021,8,20,16
215,217,"Determination Burning Like A Wildfire, Overcoming Obstacles, Turning Dreams Into Reality.",Determination,2019-11-03 13:45:00,Dreamchaser,Twitter,#Determination #Dreamsintoreality,18.0,35.0,Usa,2019,11,3,13
216,218,"Tranquil Moments By The Ocean, Serenity Washing Over, A Peaceful Retreat Within The Waves' Embrace.",Serenity,2020-04-12 19:30:00,Oceansoul,Instagram,#Serenity #Oceanretreat,25.0,50.0,Canada,2020,4,12,19
217,219,"Exploring New Horizons With The Spark Of Curiosity, An Adventurer In The Vast Landscape Of Knowledge.",Curiosity,2022-04-15 08:45:00,Horizonexplorer,Facebook,#Curiosity #Newhorizons,22.0,45.0,India,2022,4,15,8
218,220,"Drifting Through The Day With A Nonchalant Demeanor, Embracing The Art Of Indifference.",Indifference,2023-02-10 17:00:00,Nonchalantspirit,Twitter,#Indifference #Driftingthroughlife,9.0,18.0,Uk,2023,2,10,17
219,221,"Wrestling With Thoughts, A Perplexed Mind Lost In The Labyrinth Of Life'S Complexities.",Confusion,2020-08-05 12:15:00,Complexthinker,Instagram,#Confusion #Perplexedmind,14.0,28.0,Australia,2020,8,5,12
220,222,"Immersed In A State Of Emotional Numbness, A Shield Against The Storm Of Daily Struggles.",Numbness,2021-12-01 15:30:00,Shieldedheart,Facebook,#Numbness #Emotionalshield,10.0,20.0,Usa,2021,12,1,15
221,223,"A Melancholic Symphony Playing In The Background, The Soundtrack Of A Wistful Heart.",Melancholy,2019-03-25 21:00:00,Symphonysoul,Twitter,#Melancholy #Wistfulheart,13.0,26.0,Canada,2019,3,25,21
222,224,"Flipping Through The Pages Of An Old Yearbook, Nostalgia Painting Smiles And Tears On My Face.",Nostalgia,2017-06-18 14:45:00,Yearbookexplorer,Instagram,#Nostalgia #Yearbookmemories,12.0,25.0,India,2017,6,18,14
223,225,"Torn Between Opposing Emotions, An Ambivalence That Colors My Decisions With Shades Of Uncertainty.",Ambivalence,2022-07-08 11:30:00,Decisivedilemma,Facebook,#Ambivalence #Shadesofuncertainty,15.0,30.0,Australia,2022,7,8,11
224,226,"Embracing Life'S Imperfections, Finding Acceptance In The Journey, Scars And All.",Acceptance,2023-05-15 16:20:00,Imperfectharmony,Twitter,#Acceptance #Imperfectjourney,18.0,36.0,Canada,2023,5,15,16
225,227,"A Fiery Determination Burning Within, Fueled By The Vision Of Reaching Unparalleled Heights.",Determination,2021-09-10 14:45:00,Visionaryspirit,Instagram,#Determination #Unparalleledheights,20.0,40.0,Uk,2021,9,10,14
226,228,"Basking In The Serenity Of A Quiet Forest, Where The Whispers Of Nature Bring Peace To The Soul.",Serenity,2020-02-28 18:30:00,Forestdreamer,Facebook,#Serenity #Naturewhispers,25.0,50.0,Usa,2020,2,28,18
227,231,"Indifferent To The Noise Of The World, A Silent Observer In The Midst Of Life'S Cacophony.",Indifference,2023-03-10 16:30:00,Silentspectator,Instagram,#Indifference #Silentobserver,9.0,18.0,India,2023,3,10,16
228,232,"Navigating Through The Labyrinth Of Thoughts, Confusion A Constant Companion In The Maze Of Ideas.",Confusion,2021-05-02 11:45:00,Mazenavigator,Facebook,#Confusion #Thoughtlabyrinth,14.0,28.0,Australia,2021,5,2,11
229,233,"An Impenetrable Numbness Shields Me From The Emotional Storms, A Fortress Of Stoic Resilience.",Numbness,2019-10-18 14:30:00,Resilientfortress,Twitter,#Numbness #Stoicresilience,11.0,22.0,Uk,2019,10,18,14
230,234,"Melancholy Painting The World In Hues Of Nostalgia, A Canvas Of Bittersweet Memories.",Melancholy,2020-01-05 20:00:00,Canvasdreamer,Instagram,#Melancholy #Bittersweetmemories,13.0,26.0,Usa,2020,1,5,20
231,235,"A Journey Into The Past, Flipping Through The Pages Of An Old Diary, Nostalgia Taking The Lead.",Nostalgia,2018-08-10 15:45:00,Diaryexplorer,Facebook,#Nostalgia #Diaryjourney,12.0,25.0,Canada,2018,8,10,15
232,236,"Ambivalence Clouding Decisions, Caught In The Crossroads Of Conflicting Emotions.",Ambivalence,2022-01-15 10:30:00,Crossroadstraveler,Twitter,#Ambivalence #Conflictingemotions,15.0,30.0,India,2022,1,15,10
233,237,"Embracing Imperfections, Finding Acceptance In The Mosaic Of Life'S Beautiful Chaos.",Acceptance,2021-07-20 16:20:00,Mosaicdreamer,Instagram,#Acceptance #Beautifulchaos,18.0,36.0,Australia,2021,7,20,16
234,238,"Determination As The Driving Force, Propelling Me Forward On The Path To Extraordinary Achievements.",Determination,2019-12-03 13:45:00,Pathfinderspirit,Facebook,#Determination #Extraordinarypath,20.0,40.0,Usa,2019,12,3,13
235,239,"Seeking Serenity In The Melody Of Raindrops, A Tranquil Escape From The Noise Of Everyday Life.",Serenity,2020-04-12 19:30:00,Raindropharmony,Twitter,#Serenity #Raindropmelody,25.0,50.0,Canada,2020,4,12,19
236,240,"Curiosity Driving The Exploration Of The Unknown, A Seeker Of Knowledge In Uncharted Territories.",Curiosity,2022-05-08 08:45:00,Seekerofunknowns,Instagram,#Curiosity #Seekerofknowledge,22.0,45.0,Uk,2022,5,8,8
237,241,"Drifting Through The Day With An Air Of Nonchalance, Indifferent To The Trivialities Of Life.",Indifference,2023-02-22 17:00:00,Nonchalantwanderer,Facebook,#Indifference #Driftingthroughlife,9.0,18.0,India,2023,2,22,17
238,242,"Lost In The Labyrinth Of Thoughts, Confusion Casting Shadows On The Quest For Clarity.",Confusion,2020-06-05 12:15:00,Shadowedseeker,Twitter,#Confusion #Labyrinthofthoughts,14.0,28.0,Australia,2020,6,5,12
239,243,"Wrapped In The Cloak Of Emotional Numbness, A Shield Against The Storms Of Life'S Turbulence.",Numbness,2021-11-30 15:30:00,Turbulentshield,Instagram,#Numbness #Emotionalstorms,10.0,20.0,Canada,2021,11,30,15
240,244,"Melancholy As A Companion, Painting The Canvas Of Life With The Brushstrokes Of Wistful Yearning.",Melancholy,2019-02-25 21:00:00,Wistfulpainter,Facebook,#Melancholy #Wistfulyearning,13.0,26.0,Uk,2019,2,25,21
241,245,"Leafing Through The Pages Of An Old Photo Album, Nostalgia Weaving Tales Of Laughter And Tears.",Nostalgia,2017-05-18 14:45:00,Taleweaver,Twitter,#Nostalgia #Photoalbumstories,12.0,25.0,Usa,2017,5,18,14
242,246,"Ambivalence In The Air, Caught Between The Crossroads Of Conflicting Emotions And Decisions.",Ambivalence,2022-08-05 11:30:00,Crossroadsexplorer,Instagram,#Ambivalence #Crossroadsconfusion,15.0,30.0,Canada,2022,8,5,11
243,247,"Embracing The Beauty In Imperfections, Finding Acceptance In The Mosaic Of Life'S Unpredictable Art.",Acceptance,2023-06-15 16:20:00,Mosaicartist,Facebook,#Acceptance #Unpredictableart,18.0,36.0,Australia,2023,6,15,16
244,248,"Determination Ablaze, Forging A Path Through Challenges, Sculpting Dreams Into Tangible Realities.",Determination,2021-10-10 14:45:00,Dreamsculptor,Twitter,#Determination #Sculptingdreams,20.0,40.0,Uk,2021,10,10,14
245,249,"Immerse In The Serenity Of A Moonlit Night, Where The Quiet Whispers Of Nature Bring Peace To The Soul.",Serenity,2020-05-12 19:30:00,Moonlitsoul,Instagram,#Serenity #Moonlitpeace,25.0,50.0,Usa,2020,5,12,19
246,250,"Fueled By Curiosity, Venturing Into Uncharted Realms, A Fearless Explorer Of The Mysteries Of The World.",Curiosity,2022-12-01 09:15:00,Fearlessexplorer,Facebook,#Curiosity #Fearlessexplorer,22.0,44.0,India,2022,12,1,9
247,251,"Wrapped In The Cloak Of Emotional Numbness, A Shield Against The Storms Of Life'S Turbulence.",Numbness,2021-11-30 15:30:00,Turbulentshield,Instagram,#Numbness #Emotionalstorms,10.0,20.0,Canada,2021,11,30,15
248,252,"Dancing Through Life With The Exuberance Of A Carefree Spirit, Embracing Joy And Zest At Every Turn.",Zest,2018-07-12 17:45:00,Joyfuldancer,Twitter,#Zest #Carefreespirit,15.0,30.0,Usa,2018,7,12,17
249,253,"Basking In The Golden Glow Of Contentment, A Serene River Flowing Through The Landscape Of The Heart.",Contentment,2020-09-05 20:10:00,Serenebasker,Facebook,#Contentment #Goldenglow,18.0,36.0,Australia,2020,9,5,20
250,254,"Gazing Towards The Horizon With Hopeful Eyes, Painting A Canvas Of Dreams Illuminated By The Sun Of Optimism.",Hopeful,2022-04-18 08:00:00,Dreampainter,Instagram,#Hopeful #Canvasofdreams,12.0,24.0,India,2022,4,18,8
251,255,"Standing Tall, Proud As An Oak, The Branches Of Achievement Reaching Towards The Sky Of Accomplishment.",Proud,2019-12-10 12:20:00,Oakachiever,Twitter,#Proud #Branchesofachievement,25.0,50.0,Canada,2019,12,10,12
252,256,"A Heart Overflowing With Gratitude, A Garden Where Appreciation Blooms In The Soil Of Kindness And Connection.",Grateful,2023-02-28 09:45:00,Heartgardener,Facebook,#Grateful #Blossomingconnection,20.0,40.0,Usa,2023,2,28,9
253,257,"Extending A Hand, Empathetic Threads Weaving A Tapestry Of Understanding, Embracing The Joys And Sorrows Of Others.",Empathetic,2018-04-03 14:15:00,Threadweaver,Instagram,#Empathetic #Tapestryofunderstanding,15.0,30.0,Uk,2018,4,3,14
254,258,"Compassionate Clouds, Heavy With Care, Showering Empathy On The Parched Grounds Of Human Suffering.",Compassionate,2022-06-20 10:30:00,Cloudcaretaker,Twitter,#Compassionate #Showerofempathy,18.0,36.0,Australia,2022,6,20,10
255,259,"Playfully Dancing In The Rain Of Laughter, A Whimsical Spirit Twirling In The Puddles Of Joy And Lightheartedness.",Playful,2020-07-08 18:00:00,Raindancer,Facebook,#Playful #Danceintherain,22.0,44.0,Canada,2020,7,8,18
256,260,"Soaring On The Wings Of A Free Spirit, Unburdened By The Chains Of Conformity, Painting The Sky With Independence.",Free-Spirited,2021-08-15 11:10:00,Skypainter,Instagram,#Freespirit #Paintingthesky,20.0,40.0,India,2021,8,15,11
257,261,"Bathed In The Glow Of Inspiration, A Creative Phoenix Rising From The Ashes Of Ordinary Thoughts To Explore New Realms.",Inspired,2019-10-25 16:50:00,Phoenixexplorer,Twitter,#Inspired #Creativephoenix,15.0,30.0,Uk,2019,10,25,16
258,262,"Navigating The Sea Of Hope, Sailing Towards The Sunrise Of Possibilities, Confident In The Ship Of Positive Anticipation.",Hopeful,2023-10-05 07:30:00,Sunrisenavigator,Facebook,#Hopeful #Sunriseofpossibilities,12.0,24.0,Usa,2023,10,5,7
259,263,"Striding With Confidence, Footprints Of Self-Assuredness Imprinted On The Sands Of Challenges Conquered And Victories Claimed.",Confident,2022-02-15 13:15:00,Sandstrider,Instagram,#Confident #Footprintsofassuredness,25.0,50.0,Australia,2022,2,15,13
260,264,"Lost In The Symphony Of The Night, A Moonlit Serenade That Whispers Tales Of Wanderlust And Moonlit Dreams.",Serenity,2021-05-08 22:00:00,Nightserenader,Twitter,#Serenity #Moonlitserenade,13.0,26.0,Canada,2021,5,8,22
261,265,"Unveiling The Layers Of Curiosity, A Labyrinth Of Questions Leading To The Treasure Troves Of Undiscovered Knowledge.",Curiosity,2020-11-29 14:45:00,Knowledgeseeker,Instagram,#Curiosity #Labyrinthofquestions,17.0,34.0,Usa,2020,11,29,14
262,266,"In The Embrace Of The Autumn Breeze, Leaves Of Ambivalence Dancing In A Waltz Between Choices And Uncertainties.",Ambivalence,2019-09-14 10:20:00,Breezewaltzer,Facebook,#Ambivalence #Autumnwaltz,14.0,28.0,Uk,2019,9,14,10
263,267,"Gratitude As A Guiding Star, Navigating The Constellation Of Blessings In The Vast Universe Of Life'S Precious Moments.",Grateful,2022-03-12 19:55:00,Starnavigator,Twitter,#Grateful #Guidingstar,19.0,38.0,Australia,2022,3,12,19
264,268,"With A Zestful Heart, Sprinting Through Fields Of Enthusiasm, Chasing Sunbeams And Laughter In The Meadows Of Joy.",Zest,2023-03-30 16:30:00,Meadowsprinter,Instagram,#Zest #Fieldsofenthusiasm,16.0,32.0,India,2023,3,30,16
265,269,"A Compassionate Rain, Tears Of Empathy Falling Gently, Nurturing The Seeds Of Kindness In The Garden Of Human Connections.",Compassionate,2021-07-01 12:10:00,Rainnurturer,Facebook,#Compassionate #Tearsofempathy,21.0,42.0,Canada,2021,7,1,12
266,270,"Proudly Scaling The Peaks Of Achievement, A Mountaineer Conquering Challenges And Planting The Flag Of Success.",Proud,2020-01-05 08:45:00,Peakconqueror,Twitter,#Proud #Scalingpeaks,23.0,46.0,Usa,2020,1,5,8
267,271,"Embraced By The Hopeful Dawn, A Gardener Sowing Seeds Of Optimism, Tending To The Blooms Of A Brighter Tomorrow.",Hopeful,2022-07-17 06:15:00,Dawngardener,Instagram,#Hopeful #Seedsofoptimism,14.0,28.0,Uk,2022,7,17,6
268,272,"A Playful Escapade In The Carnival Of Life, Carousel Laughter And Cotton Candy Dreams Swirling In The Joyous Atmosphere.",Playful,2018-08-22 17:20:00,Carnivaldreamer,Facebook,#Playful #Carnivalescapade,24.0,48.0,Australia,2018,8,22,17
269,273,"Floating On Clouds Of Inspiration, An Artist Painting The Sky With Strokes Of Creativity, Creating A Masterpiece Of Dreams.",Inspired,2021-12-08 14:30:00,Skyartist,Twitter,#Inspired #Cloudsofcreativity,18.0,36.0,India,2021,12,8,14
270,274,"Navigating The River Of Contentment, A Serene Boat Cruise Through The Tranquil Waters Of Inner Peace And Acceptance.",Contentment,2019-04-27 09:50:00,Rivernavigator,Instagram,#Contentment #Tranquilwaters,20.0,40.0,Canada,2019,4,27,9
271,275,"With Empathy As A Lantern, Wandering Through The Dark Alleys Of Sorrow, Illuminating The Path With Compassion And Care.",Empathetic,2023-09-03 21:40:00,Lanternwanderer,Facebook,#Empathetic #Lanternofcompassion,16.0,32.0,Usa,2023,9,3,21
272,276,"A Free Spirit Soaring On The Wings Of Dreams, Leaving Trails Of Independence In The Azure Sky Of Boundless Possibilities.",Free-Spirited,2020-06-10 10:05:00,Dreamsoarer,Twitter,#Freespirit #Wingsofdreams,22.0,44.0,Uk,2020,6,10,10
273,277,"Bathed In The Golden Hues Of Gratefulness, A Sunset Of Appreciation Casting Its Warm Glow On The Landscapes Of The Heart.",Grateful,2022-04-01 18:30:00,Sunsetadmirer,Instagram,#Grateful #Goldenhues,19.0,38.0,Australia,2022,4,1,18
274,278,"Confident Strides In The Dance Of Life, A Ballroom Where Self-Assuredness Leads, Twirling Through Challenges With Grace.",Confident,2021-01-15 13:00:00,Dancestrider,Facebook,#Confident #Danceoflife,23.0,46.0,Canada,2021,1,15,13
275,279,"Hopeful Whispers Of Wind, Carrying The Promises Of A Brighter Tomorrow, A Symphony Of Optimism In The Air Of Possibilities.",Hopeful,2023-05-06 07:20:00,Windwhisperer,Twitter,#Hopeful #Brightertomorrows,15.0,30.0,India,2023,5,6,7
276,280,"Playfully Juggling Responsibilities, A Circus Performer Balancing The Acts Of Work And Joy, Tossing Laughter Into The Air.",Playful,2019-11-18 15:15:00,Jugglingartist,Instagram,#Playful #Jugglingresponsibilities,25.0,50.0,Usa,2019,11,18,15
277,281,"Whispering Tales Of Inspiration To The Stars, A Storyteller Crafting Constellations From The Threads Of Imagination.",Inspired,2020-08-29 20:45:00,Starstoryteller,Facebook,#Inspired #Talestothestars,14.0,28.0,Uk,2020,8,29,20
278,282,"Charting A Course Through The Waves Of Hopeful Anticipation, A Sailor Steering Towards The Shores Of Dreams Yet Unexplored.",Hopeful,2022-10-30 11:40:00,Wavenavigator,Twitter,#Hopeful #Sailorofdreams,17.0,34.0,Australia,2022,10,30,11
279,283,"A Compassionate Rain, Tears Of Empathy Falling Gently, Nurturing The Seeds Of Kindness In The Garden Of Human Connections.",Compassionate,2021-07-01 12:10:00,Rainnurturer,Instagram,#Compassionate #Tearsofempathy,21.0,42.0,Canada,2021,7,1,12
280,284,"Proudly Scaling The Peaks Of Achievement, A Mountaineer Conquering Challenges And Planting The Flag Of Success.",Proud,2020-01-05 08:45:00,Peakconqueror,Twitter,#Proud #Scalingpeaks,23.0,46.0,Usa,2020,1,5,8
